severity,category,plugin,rule,filePath,line,column,title,message,help
warning,Bugs,react-doctor,prefer-useReducer,components/inbox/InboxClient.tsx,114,87,Many related useState calls,"8 useState calls in undefinedInboxClientundefined can each trigger a separate render.","Group related state: `const [state, dispatch] = useReducer(reducer, { field1, field2, ... })`"
warning,Bugs,react-doctor,no-derived-state,components/inbox/InboxClient.tsx,127,5,Derived value copied into state,"Storing undefineditemsundefined in state when you can derive it from other values costs an extra render.",Work out the value while rendering (or with useMemo if it's expensive) instead of copying it into useState through a useEffect. See https://react.dev/learn/you-might-not-need-an-effect#updating-state-based-on-props-or-state
warning,Maintainability,react-doctor,prefer-module-scope-static-value,components/inbox/InboxClient.tsx,152,9,Static value rebuilt every render,"`statusShortcuts` inside `InboxClient` uses no local state but is rebuilt every render, so it looks new each time & breaks memoized children. Move it to the top of the file, outside the component.","Move the value above the component, at the top of the file. It doesn't use local state, so rebuilding it each update is wasted and makes it look new every time."
warning,Bugs,react-doctor,exhaustive-deps,components/inbox/InboxClient.tsx,185,5,Missing effect dependencies,"`useCallback` can run with a stale `statusShortcuts, setStatusAndDismiss` & show your users old data.","Don't blindly add missing dependencies. Read the hook callback first.

Bad:
useEffect(() => {
  setCount(count + 1);
}, [count]);

Better:
useEffect(() => {
  setCount((currentCount) => currentCount + 1);
}, []);

If the missing value is recreated every render, move it inside the hook or stabilize it before adding it to deps."
warning,Performance,react-doctor,advanced-event-handler-refs,components/inbox/InboxClient.tsx,188,3,Listener re-subscribes on every handler change,"useEffect re-adds the undefinedhandleKeyboardShortcutundefined listener every time the handler changes.",Store the handler in a ref and have the listener read `handlerRef.current()`. The subscription stays put while the latest handler still runs.
warning,Performance,react-doctor,async-defer-await,components/inbox/InboxClient.tsx,211,5,await before an early-return guard,"This await blocks the function before an early-return that doesn't use the awaited value, so the skip path waits for nothing. Move the await below the guard so it only runs when you need the data",Move the `await` below the early-return guard so the skip path stays fast
warning,Maintainability,react-doctor,design-no-em-dash-in-jsx-text,components/inbox/InboxClient.tsx,356,82,Em dash in JSX text,Em dash (—) in UI text reads like AI output to your users.,"Replace em dashes in UI text with commas, colons, semicolons, or parentheses so the copy reads less like AI output."
warning,Bugs,react-doctor,button-has-type,components/inbox/InboxClient.tsx,434,14,Button missing explicit type,Your users can submit the form by accident because a `<button>` with no `type` defaults to submit.,"Always set a `type` on a `<button>`: `type=undefinedbuttonundefined`, `undefinedsubmitundefined`, or `undefinedresetundefined`."
warning,Bugs,react-doctor,button-has-type,components/inbox/InboxClient.tsx,442,14,Button missing explicit type,Your users can submit the form by accident because a `<button>` with no `type` defaults to submit.,"Always set a `type` on a `<button>`: `type=undefinedbuttonundefined`, `undefinedsubmitundefined`, or `undefinedresetundefined`."
warning,Accessibility,react-doctor,control-has-associated-label,components/inbox/InboxClient.tsx,479,13,Control missing accessible label,"Blind users can't tell what this control does because screen readers find no label, so add visible text, `aria-label`, or `aria-labelledby`.",Give every interactive control a label screen readers can read.
warning,Security,react-doctor,iframe-missing-sandbox,components/evidence/EvidencePackagePreview.tsx,129,11,iframe missing sandbox attribute,"Combining `allow-scripts` & `allow-same-origin` lets the iframe remove its own sandbox, defeating the protection.","Add `sandbox=undefinedundefined` (or a curated value) to your iframe."
warning,Maintainability,react-doctor,no-giant-component,components/layout/CommandPalette.tsx,123,25,Component is too large,"Component undefinedCommandPaletteundefined is 375 lines long, which is hard to read & change. Split it into a few smaller components.","Pull each section into its own component, like `<UserHeader />` and `<UserActions />`."
warning,Bugs,react-doctor,prefer-useReducer,components/layout/CommandPalette.tsx,123,82,Many related useState calls,"5 useState calls in undefinedCommandPaletteundefined can each trigger a separate render.","Group related state: `const [state, dispatch] = useReducer(reducer, { field1, field2, ... })`"
warning,Bugs,react-doctor,no-cascading-set-state,components/layout/CommandPalette.tsx,142,3,Multiple setState calls in one effect,9 setState calls in one useEffect redraw your screen each time they run together.,"Combine into useReducer: `const [state, dispatch] = useReducer(reducer, initialState)`"
warning,Bugs,react-doctor,no-fetch-in-effect,components/layout/CommandPalette.tsx,142,3,Data fetching inside an effect,"fetch() inside useEffect races, double-fires & leaks for your users.","Use `useQuery()` from @tanstack/react-query, `useSWR()`, or fetch in a Server Component instead"
warning,Performance,react-doctor,js-combine-iterations,components/layout/CommandPalette.tsx,158,31,Chained array iterations,"This loops over your list twice because .filter().map() makes two passes, so do it in one pass with .reduce() or a for...of loop","Combine `.map().filter()` style chains into one pass with `.reduce()` or a `for...of` loop, so you only loop over the list once"
error,Bugs,react-doctor,effect-needs-cleanup,components/layout/CommandPalette.tsx,181,3,Effect subscription or timer never cleaned up,`setTimeout(...)` leaks memory because useEffect schedules it but never cleans it up.,"Return a cleanup function that stops the subscription or timer: `return () => target.removeEventListener(name, handler)` for listeners, `return () => clearInterval(id)` or `clearTimeout(id)` for timers, or `return unsubscribe` if the subscribe call already gave you one."
error,Bugs,react-doctor,no-adjust-state-on-prop-change,components/layout/CommandPalette.tsx,183,7,State synced to a prop inside an effect,Your users briefly see the wrong value when the prop changes.,"Adjust the state inline during render with a `prev`-prop comparison (`if (prop !== prevProp) { setPrevProp(prop); setX(...); }`), or refactor to remove the duplicated state. Routing the adjustment through a useEffect forces an extra render with a stale UI between the two commits. See https://react.dev/learn/you-might-not-need-an-effect#adjusting-some-state-when-a-prop-changes"
error,Bugs,react-doctor,no-adjust-state-on-prop-change,components/layout/CommandPalette.tsx,184,7,State synced to a prop inside an effect,Your users briefly see the wrong value when the prop changes.,"Adjust the state inline during render with a `prev`-prop comparison (`if (prop !== prevProp) { setPrevProp(prop); setX(...); }`), or refactor to remove the duplicated state. Routing the adjustment through a useEffect forces an extra render with a stale UI between the two commits. See https://react.dev/learn/you-might-not-need-an-effect#adjusting-some-state-when-a-prop-changes"
error,Bugs,react-doctor,no-adjust-state-on-prop-change,components/layout/CommandPalette.tsx,185,7,State synced to a prop inside an effect,Your users briefly see the wrong value when the prop changes.,"Adjust the state inline during render with a `prev`-prop comparison (`if (prop !== prevProp) { setPrevProp(prop); setX(...); }`), or refactor to remove the duplicated state. Routing the adjustment through a useEffect forces an extra render with a stale UI between the two commits. See https://react.dev/learn/you-might-not-need-an-effect#adjusting-some-state-when-a-prop-changes"
error,Bugs,react-doctor,no-adjust-state-on-prop-change,components/layout/CommandPalette.tsx,186,7,State synced to a prop inside an effect,Your users briefly see the wrong value when the prop changes.,"Adjust the state inline during render with a `prev`-prop comparison (`if (prop !== prevProp) { setPrevProp(prop); setX(...); }`), or refactor to remove the duplicated state. Routing the adjustment through a useEffect forces an extra render with a stale UI between the two commits. See https://react.dev/learn/you-might-not-need-an-effect#adjusting-some-state-when-a-prop-changes"
warning,Bugs,react-doctor,no-cascading-set-state,components/layout/CommandPalette.tsx,181,3,Multiple setState calls in one effect,5 setState calls in one useEffect redraw your screen each time they run together.,"Combine into useReducer: `const [state, dispatch] = useReducer(reducer, initialState)`"
warning,Bugs,react-doctor,no-event-handler,components/layout/CommandPalette.tsx,182,9,Event logic handled in an effect,Faking an event handler with a prop plus a useEffect costs an extra render & runs late.,"Run the side effect in the event handler that triggers it, instead of watching its state from a useEffect. See https://react.dev/learn/you-might-not-need-an-effect#sharing-logic-between-event-handlers"
warning,Bugs,react-doctor,no-chain-state-updates,components/layout/CommandPalette.tsx,252,5,State updates chained through effects,Chaining state updates triggers an extra render each step.,"Set all the related state together in the event handler that starts it, instead of having one useEffect react to a state change and set more state. See https://react.dev/learn/you-might-not-need-an-effect#chains-of-computations"
warning,Bugs,react-doctor,no-derived-state-effect,components/layout/CommandPalette.tsx,251,3,Derived state stored in an effect,Your users briefly see stale state on every prop change.,"Work out derived values while rendering: `const x = fn(dep)`. To reset a component's state when a prop changes, give it a key prop: `<Component key={prop} />`. See https://react.dev/learn/you-might-not-need-an-effect"
warning,Accessibility,react-doctor,prefer-html-dialog,components/layout/CommandPalette.tsx,275,9,Custom modal instead of dialog,"Keyboard users can tab out of this `role=undefineddialogundefined` modal because it has no built-in focus trapping, so use the native `<dialog>`, which gives you focus trapping, `Escape` to close, and the backdrop for free.","Replace the wrapper with `<dialog>` and open it with `dialog.showModal()`. For the trigger, prefer `<button commandfor=undefinedidundefined command=undefinedshow-modalundefined>` (Chrome 135+), or a `useRef` with `dialogRef.current?.showModal()`."
warning,Accessibility,react-doctor,prefer-tag-over-role,components/layout/CommandPalette.tsx,275,9,Role used instead of HTML tag,"Screen reader users get more reliable semantics from `<dialog>` than `role=undefineddialogundefined`, so use `<dialog>` instead.",Replace `role` with the matching HTML element when one exists.
warning,Accessibility,react-doctor,control-has-associated-label,components/layout/CommandPalette.tsx,297,11,Control missing accessible label,"Blind users can't tell what this control does because screen readers find no label, so add visible text, `aria-label`, or `aria-labelledby`.",Give every interactive control a label screen readers can read.
warning,Performance,react-doctor,js-hoist-intl,components/settings/ApiIntegrationsClient.tsx,54,10,Intl formatter rebuilt each call,"This is slow because new Intl.DateTimeFormat() rebuilds on every call inside a function, so move it to the top of the file, or wrap it in useMemo","Move `new Intl.NumberFormat(...)` to the top of the file or wrap it in `useMemo`. Building one is slow, so don't redo it on every call"
warning,Maintainability,react-doctor,no-giant-component,components/settings/ApiIntegrationsClient.tsx,63,25,Component is too large,"Component undefinedApiIntegrationsClientundefined is 551 lines long, which is hard to read & change. Split it into a few smaller components.","Pull each section into its own component, like `<UserHeader />` and `<UserActions />`."
warning,Bugs,react-doctor,prefer-useReducer,components/settings/ApiIntegrationsClient.tsx,67,4,Many related useState calls,"12 useState calls in undefinedApiIntegrationsClientundefined can each trigger a separate render.","Group related state: `const [state, dispatch] = useReducer(reducer, { field1, field2, ... })`"
warning,Bugs,react-doctor,no-initialize-state,components/settings/ApiIntegrationsClient.tsx,133,5,State initialized from a mount effect,"Your users see an extra render with empty undefinedloadingundefined because a useEffect sets its starting value.","Pass the initial value directly to useState() instead of setting it from a mount-only useEffect. For SSR hydration, prefer useSyncExternalStore()."
warning,Bugs,react-doctor,no-initialize-state,components/settings/ApiIntegrationsClient.tsx,134,5,State initialized from a mount effect,"Your users see an extra render with empty undefinedconnStatusundefined because a useEffect sets its starting value.","Pass the initial value directly to useState() instead of setting it from a mount-only useEffect. For SSR hydration, prefer useSyncExternalStore()."
warning,Bugs,react-doctor,nextjs-no-img-element,components/settings/ApiIntegrationsClient.tsx,280,19,Plain img element,"Plain <img> ships unoptimized, oversized images to your users.","`import Image from 'next/image'` for automatic WebP/AVIF, lazy loading, and responsive srcset"
warning,Maintainability,react-doctor,design-no-em-dash-in-jsx-text,components/settings/ApiIntegrationsClient.tsx,353,76,Em dash in JSX text,Em dash (—) in UI text reads like AI output to your users.,"Replace em dashes in UI text with commas, colons, semicolons, or parentheses so the copy reads less like AI output."
warning,Bugs,react-doctor,nextjs-no-img-element,components/settings/ApiIntegrationsClient.tsx,431,9,Plain img element,"Plain <img> ships unoptimized, oversized images to your users.","`import Image from 'next/image'` for automatic WebP/AVIF, lazy loading, and responsive srcset"
warning,Bugs,react-doctor,nextjs-no-a-element,components/settings/ApiIntegrationsClient.tsx,442,13,Plain anchor for internal link,Plain <a> reloads the whole page on internal links.,"`import Link from 'next/link'` for client-side navigation, prefetching, and preserved scroll position"
warning,Accessibility,react-doctor,prefer-html-dialog,components/settings/ApiIntegrationsClient.tsx,458,82,Custom modal instead of dialog,"Keyboard users can tab out of this `role=undefineddialogundefined` modal because it has no built-in focus trapping, so use the native `<dialog>`, which gives you focus trapping, `Escape` to close, and the backdrop for free.","Replace the wrapper with `<dialog>` and open it with `dialog.showModal()`. For the trigger, prefer `<button commandfor=undefinedidundefined command=undefinedshow-modalundefined>` (Chrome 135+), or a `useRef` with `dialogRef.current?.showModal()`."
warning,Accessibility,react-doctor,prefer-tag-over-role,components/settings/ApiIntegrationsClient.tsx,458,82,Role used instead of HTML tag,"Screen reader users get more reliable semantics from `<dialog>` than `role=undefineddialogundefined`, so use `<dialog>` instead.",Replace `role` with the matching HTML element when one exists.
warning,Accessibility,react-doctor,design-no-vague-button-label,components/settings/ApiIntegrationsClient.tsx,518,19,Vague button label,"Screen reader & unsure users can't tell what undefinedDoneundefined does.","Name the action: undefinedSave changesundefined instead of undefinedContinueundefined, undefinedSend inviteundefined instead of undefinedSubmitundefined. The label is the button's accessible name."
warning,Accessibility,react-doctor,prefer-html-dialog,components/settings/ApiIntegrationsClient.tsx,573,82,Custom modal instead of dialog,"Keyboard users can tab out of this `role=undefineddialogundefined` modal because it has no built-in focus trapping, so use the native `<dialog>`, which gives you focus trapping, `Escape` to close, and the backdrop for free.","Replace the wrapper with `<dialog>` and open it with `dialog.showModal()`. For the trigger, prefer `<button commandfor=undefinedidundefined command=undefinedshow-modalundefined>` (Chrome 135+), or a `useRef` with `dialogRef.current?.showModal()`."
warning,Accessibility,react-doctor,prefer-tag-over-role,components/settings/ApiIntegrationsClient.tsx,573,82,Role used instead of HTML tag,"Screen reader users get more reliable semantics from `<dialog>` than `role=undefineddialogundefined`, so use `<dialog>` instead.",Replace `role` with the matching HTML element when one exists.
warning,Bugs,react-doctor,no-derived-state-effect,components/navigation/NavigationProvider.tsx,21,3,Derived state stored in an effect,Your users briefly see stale state on every prop change.,"Work out derived values while rendering: `const x = fn(dep)`. To reset a component's state when a prop changes, give it a key prop: `<Component key={prop} />`. See https://react.dev/learn/you-might-not-need-an-effect"
warning,Accessibility,react-doctor,no-tiny-text,components/customers/CaseSummaryStrip.tsx,36,25,Text is too small,"Your users strain to read 11px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Accessibility,react-doctor,no-tiny-text,components/customers/CaseSummaryStrip.tsx,40,25,Text is too small,"Your users strain to read 11px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Accessibility,react-doctor,no-tiny-text,components/customers/CaseSummaryStrip.tsx,44,25,Text is too small,"Your users strain to read 11px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Accessibility,react-doctor,no-tiny-text,components/customers/CaseSummaryStrip.tsx,48,25,Text is too small,"Your users strain to read 11px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Accessibility,react-doctor,no-tiny-text,components/customers/CaseSummaryStrip.tsx,59,25,Text is too small,"Your users strain to read 11px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Maintainability,react-doctor,only-export-components,components/navigation/skeletons/primitives.tsx,20,14,Non-component export in component file,Fast Refresh stops working when a file exports non-components.,Move non-component exports out of files that export components.
warning,Bugs,react-doctor,no-array-index-as-key,components/navigation/skeletons/primitives.tsx,38,11,Array index used as a key,"Your users can see & submit the wrong data when this list reorders or filters, so use a stable id like `key={item.id}`, not the array index undefinediundefined.","Use a stable id from the item, like `key={item.id}` or `key={item.slug}`. Index keys break when the list reorders or filters."
warning,Performance,react-doctor,no-array-index-key,components/navigation/skeletons/primitives.tsx,66,19,Array index used as a key,Your users can see & submit the wrong data when this list reorders.,Use a stable `key` from your data instead of the array index.
warning,Bugs,react-doctor,no-array-index-as-key,components/navigation/skeletons/primitives.tsx,66,19,Array index used as a key,"Your users can see & submit the wrong data when this list reorders or filters, so use a stable id like `key={item.id}`, not the array index undefinediundefined.","Use a stable id from the item, like `key={item.id}` or `key={item.slug}`. Index keys break when the list reorders or filters."
warning,Performance,react-doctor,no-array-index-key,components/navigation/skeletons/primitives.tsx,76,21,Array index used as a key,Your users can see & submit the wrong data when this list reorders.,Use a stable `key` from your data instead of the array index.
warning,Bugs,react-doctor,nextjs-missing-metadata,app/audit-running/page.tsx,1,1,Page missing metadata,"This page has no metadata, so search engines & social previews get no title or description.","Add `export const metadata = { title: '...', description: '...' }` or `export async function generateMetadata()`"
warning,Accessibility,react-doctor,no-tiny-text,app/audit-running/page.tsx,28,13,Text is too small,"Your users strain to read 11px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Bugs,react-doctor,no-fetch-in-effect,components/settings/OrderSourceClient.tsx,55,3,Data fetching inside an effect,"fetch() inside useEffect races, double-fires & leaks for your users.","Use `useQuery()` from @tanstack/react-query, `useSWR()`, or fetch in a Server Component instead"
warning,Bugs,react-doctor,nextjs-no-img-element,components/settings/OrderSourceClient.tsx,124,19,Plain img element,"Plain <img> ships unoptimized, oversized images to your users.","`import Image from 'next/image'` for automatic WebP/AVIF, lazy loading, and responsive srcset"
warning,Accessibility,react-doctor,click-events-have-key-events,components/shopify/SyncStatusCard.tsx,80,6,Click handler missing keyboard handler,"Keyboard users can't trigger this click handler because there's no keyboard one, so add `onKeyUp`, `onKeyDown`, or `onKeyPress`.",Pair `onClick` with a key handler so keyboard users can trigger it.
warning,Accessibility,react-doctor,no-static-element-interactions,components/shopify/SyncStatusCard.tsx,80,6,Interaction on static element,"Screen reader users can't tell this click handler is interactive because it has no `role`, so add a `role` or use a button or link.","Give clickable static elements a `role`, or use a button or link."
warning,Accessibility,react-doctor,prefer-html-dialog,components/shopify/SyncStatusCard.tsx,88,9,Custom modal instead of dialog,"Keyboard users can tab out of this `role=undefineddialogundefined` modal because it has no built-in focus trapping, so use the native `<dialog>`, which gives you focus trapping, `Escape` to close, and the backdrop for free.","Replace the wrapper with `<dialog>` and open it with `dialog.showModal()`. For the trigger, prefer `<button commandfor=undefinedidundefined command=undefinedshow-modalundefined>` (Chrome 135+), or a `useRef` with `dialogRef.current?.showModal()`."
warning,Accessibility,react-doctor,prefer-tag-over-role,components/shopify/SyncStatusCard.tsx,88,9,Role used instead of HTML tag,"Screen reader users get more reliable semantics from `<dialog>` than `role=undefineddialogundefined`, so use `<dialog>` instead.",Replace `role` with the matching HTML element when one exists.
warning,Bugs,react-doctor,button-has-type,components/shopify/SyncStatusCard.tsx,92,10,Button missing explicit type,Your users can submit the form by accident because a `<button>` with no `type` defaults to submit.,"Always set a `type` on a `<button>`: `type=undefinedbuttonundefined`, `undefinedsubmitundefined`, or `undefinedresetundefined`."
warning,Maintainability,react-doctor,no-giant-component,components/shopify/SyncStatusCard.tsx,174,25,Component is too large,"Component undefinedSyncStatusCardundefined is 342 lines long, which is hard to read & change. Split it into a few smaller components.","Pull each section into its own component, like `<UserHeader />` and `<UserActions />`."
warning,Bugs,react-doctor,button-has-type,components/shopify/SyncStatusCard.tsx,262,14,Button missing explicit type,Your users can submit the form by accident because a `<button>` with no `type` defaults to submit.,"Always set a `type` on a `<button>`: `type=undefinedbuttonundefined`, `undefinedsubmitundefined`, or `undefinedresetundefined`."
warning,Bugs,react-doctor,button-has-type,components/shopify/SyncStatusCard.tsx,304,16,Button missing explicit type,Your users can submit the form by accident because a `<button>` with no `type` defaults to submit.,"Always set a `type` on a `<button>`: `type=undefinedbuttonundefined`, `undefinedsubmitundefined`, or `undefinedresetundefined`."
warning,Performance,react-doctor,js-hoist-intl,components/settings/AuditTrailClient.tsx,43,10,Intl formatter rebuilt each call,"This is slow because new Intl.DateTimeFormat() rebuilds on every call inside a function, so move it to the top of the file, or wrap it in useMemo","Move `new Intl.NumberFormat(...)` to the top of the file or wrap it in `useMemo`. Building one is slow, so don't redo it on every call"
warning,Bugs,react-doctor,prefer-useReducer,components/settings/AuditTrailClient.tsx,76,85,Many related useState calls,"5 useState calls in undefinedAuditTrailClientundefined can each trigger a separate render.","Group related state: `const [state, dispatch] = useReducer(reducer, { field1, field2, ... })`"
warning,Bugs,react-doctor,no-derived-state,components/settings/AuditTrailClient.tsx,101,5,Derived value copied into state,"Storing undefinedloadingundefined in state when you can derive it from other values costs an extra render.",Work out the value while rendering (or with useMemo if it's expensive) instead of copying it into useState through a useEffect. See https://react.dev/learn/you-might-not-need-an-effect#updating-state-based-on-props-or-state
warning,Maintainability,react-doctor,design-no-em-dash-in-jsx-text,components/EmptyDashboardHero.tsx,42,136,Em dash in JSX text,Em dash (—) in UI text reads like AI output to your users.,"Replace em dashes in UI text with commas, colons, semicolons, or parentheses so the copy reads less like AI output."
warning,Maintainability,react-doctor,design-no-em-dash-in-jsx-text,components/EmptyDashboardHero.tsx,152,78,Em dash in JSX text,Em dash (—) in UI text reads like AI output to your users.,"Replace em dashes in UI text with commas, colons, semicolons, or parentheses so the copy reads less like AI output."
warning,Maintainability,react-doctor,design-no-em-dash-in-jsx-text,components/reports/ExportMenu.tsx,46,12,Em dash in JSX text,Em dash (—) in UI text reads like AI output to your users.,"Replace em dashes in UI text with commas, colons, semicolons, or parentheses so the copy reads less like AI output."
warning,Maintainability,react-doctor,design-no-em-dash-in-jsx-text,components/reports/ExportMenu.tsx,57,47,Em dash in JSX text,Em dash (—) in UI text reads like AI output to your users.,"Replace em dashes in UI text with commas, colons, semicolons, or parentheses so the copy reads less like AI output."
warning,Maintainability,react-doctor,design-no-em-dash-in-jsx-text,components/reports/ExportMenu.tsx,67,47,Em dash in JSX text,Em dash (—) in UI text reads like AI output to your users.,"Replace em dashes in UI text with commas, colons, semicolons, or parentheses so the copy reads less like AI output."
warning,Bugs,react-doctor,nextjs-no-a-element,components/reports/ExportMenu.tsx,77,11,Plain anchor for internal link,Plain <a> reloads the whole page on internal links.,"`import Link from 'next/link'` for client-side navigation, prefetching, and preserved scroll position"
warning,Maintainability,react-doctor,design-no-em-dash-in-jsx-text,components/reports/ExportMenu.tsx,85,47,Em dash in JSX text,Em dash (—) in UI text reads like AI output to your users.,"Replace em dashes in UI text with commas, colons, semicolons, or parentheses so the copy reads less like AI output."
warning,Maintainability,react-doctor,no-generic-handler-names,components/customers/InvestigationStatusSelect.tsx,37,7,Vague event handler name,"The handler name undefinedhandleChangeundefined says when it runs, not what it does, so name it after the action instead.","Rename it to say what it does. For example `handleSubmit` could be `saveUserProfile`, and `handleClick` could be `toggleSidebar`."
warning,Bugs,react-doctor,nextjs-no-use-search-params-without-suspense,components/shopify/ShopifyIntegrationBanner.tsx,24,24,useSearchParams without Suspense,useSearchParams() without a <Suspense> boundary forces the whole page into client-side rendering.,Wrap the component using useSearchParams: `<Suspense fallback={<Skeleton />}><SearchComponent /></Suspense>`
warning,Bugs,react-doctor,nextjs-no-client-side-redirect,components/shopify/ShopifyIntegrationBanner.tsx,64,5,Client-side redirect for navigation,router.replace() in useEffect flashes the wrong page before redirecting.,"Avoid redirects inside useEffect. Use an event handler, middleware, or server-side redirect (App Router: redirect() from next/navigation; Pages Router: getServerSideProps redirect)"
warning,Bugs,react-doctor,no-cascading-set-state,components/shopify/ShopifyIntegrationBanner.tsx,30,3,Multiple setState calls in one effect,3 setState calls in one useEffect redraw your screen each time they run together.,"Combine into useReducer: `const [state, dispatch] = useReducer(reducer, initialState)`"
warning,Accessibility,react-doctor,prefer-tag-over-role,components/shopify/ShopifyIntegrationBanner.tsx,80,7,Role used instead of HTML tag,"Screen reader users get more reliable semantics from `<output>` than `role=undefinedstatusundefined`, so use `<output>` instead.",Replace `role` with the matching HTML element when one exists.
warning,Bugs,react-doctor,prefer-useReducer,components/apply/FoundingMerchantApplicationForm.tsx,12,109,Many related useState calls,"8 useState calls in undefinedFoundingMerchantApplicationFormundefined can each trigger a separate render.","Group related state: `const [state, dispatch] = useReducer(reducer, { field1, field2, ... })`"
warning,Accessibility,react-doctor,control-has-associated-label,components/apply/FoundingMerchantApplicationForm.tsx,110,11,Control missing accessible label,"Blind users can't tell what this control does because screen readers find no label, so add visible text, `aria-label`, or `aria-labelledby`.",Give every interactive control a label screen readers can read.
warning,Maintainability,react-doctor,design-no-em-dash-in-jsx-text,components/settings/ZendeskSetupClient.tsx,56,13,Em dash in JSX text,Em dash (—) in UI text reads like AI output to your users.,"Replace em dashes in UI text with commas, colons, semicolons, or parentheses so the copy reads less like AI output."
warning,Maintainability,react-doctor,design-no-em-dash-in-jsx-text,components/settings/ZendeskSetupClient.tsx,61,13,Em dash in JSX text,Em dash (—) in UI text reads like AI output to your users.,"Replace em dashes in UI text with commas, colons, semicolons, or parentheses so the copy reads less like AI output."
warning,Bugs,react-doctor,nextjs-no-use-search-params-without-suspense,components/audit/AuditTabs.tsx,20,24,useSearchParams without Suspense,useSearchParams() without a <Suspense> boundary forces the whole page into client-side rendering.,Wrap the component using useSearchParams: `<Suspense fallback={<Skeleton />}><SearchComponent /></Suspense>`
warning,Bugs,react-doctor,no-event-handler,components/audit/AuditTabs.tsx,24,9,Event logic handled in an effect,Faking an event handler with a prop plus a useEffect costs an extra render & runs late.,"Run the side effect in the event handler that triggers it, instead of watching its state from a useEffect. See https://react.dev/learn/you-might-not-need-an-effect#sharing-logic-between-event-handlers"
warning,Maintainability,react-doctor,design-no-em-dash-in-jsx-text,components/customers/IdentityClusterGraph.tsx,66,61,Em dash in JSX text,Em dash (—) in UI text reads like AI output to your users.,"Replace em dashes in UI text with commas, colons, semicolons, or parentheses so the copy reads less like AI output."
warning,Bugs,react-doctor,no-array-index-as-key,components/navigation/skeletons/WorkbenchPageSkeleton.tsx,35,27,Array index used as a key,"Your users can see & submit the wrong data when this list reorders or filters, so use a stable id like `key={item.id}`, not the array index undefinediundefined.","Use a stable id from the item, like `key={item.id}` or `key={item.slug}`. Index keys break when the list reorders or filters."
warning,Bugs,react-doctor,no-array-index-as-key,components/navigation/skeletons/WorkbenchPageSkeleton.tsx,56,15,Array index used as a key,"Your users can see & submit the wrong data when this list reorders or filters, so use a stable id like `key={item.id}`, not the array index undefinedidxundefined.","Use a stable id from the item, like `key={item.id}` or `key={item.slug}`. Index keys break when the list reorders or filters."
warning,Bugs,react-doctor,button-has-type,components/audit/AuditHistoryTableClient.tsx,69,14,Button missing explicit type,Your users can submit the form by accident because a `<button>` with no `type` defaults to submit.,"Always set a `type` on a `<button>`: `type=undefinedbuttonundefined`, `undefinedsubmitundefined`, or `undefinedresetundefined`."
warning,Bugs,react-doctor,button-has-type,components/audit/AuditHistoryTableClient.tsx,77,14,Button missing explicit type,Your users can submit the form by accident because a `<button>` with no `type` defaults to submit.,"Always set a `type` on a `<button>`: `type=undefinedbuttonundefined`, `undefinedsubmitundefined`, or `undefinedresetundefined`."
warning,Accessibility,react-doctor,control-has-associated-label,components/audit/AuditHistoryTableClient.tsx,106,15,Control missing accessible label,"Blind users can't tell what this control does because screen readers find no label, so add visible text, `aria-label`, or `aria-labelledby`.",Give every interactive control a label screen readers can read.
error,Bugs,react-doctor,no-adjust-state-on-prop-change,components/customers/CrossMerchantSignalCard.tsx,119,5,State synced to a prop inside an effect,Your users briefly see the wrong value when the prop changes.,"Adjust the state inline during render with a `prev`-prop comparison (`if (prop !== prevProp) { setPrevProp(prop); setX(...); }`), or refactor to remove the duplicated state. Routing the adjustment through a useEffect forces an extra render with a stale UI between the two commits. See https://react.dev/learn/you-might-not-need-an-effect#adjusting-some-state-when-a-prop-changes"
error,Bugs,react-doctor,no-adjust-state-on-prop-change,components/customers/CrossMerchantSignalCard.tsx,120,5,State synced to a prop inside an effect,Your users briefly see the wrong value when the prop changes.,"Adjust the state inline during render with a `prev`-prop comparison (`if (prop !== prevProp) { setPrevProp(prop); setX(...); }`), or refactor to remove the duplicated state. Routing the adjustment through a useEffect forces an extra render with a stale UI between the two commits. See https://react.dev/learn/you-might-not-need-an-effect#adjusting-some-state-when-a-prop-changes"
warning,Bugs,react-doctor,no-cascading-set-state,components/customers/CrossMerchantSignalCard.tsx,117,3,Multiple setState calls in one effect,6 setState calls in one useEffect redraw your screen each time they run together.,"Combine into useReducer: `const [state, dispatch] = useReducer(reducer, initialState)`"
